"序號",標題,網址,留言者名稱,留言內容,留言時間,贊成論點/其他想法,贊成數量,反對數量
M-1085,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,Fish,我覺得台灣可以學習國外（或實驗學校）的教學制度，讓學生輕鬆一點，想想看，你會願意17：00從學校到補習班，回到家還需要做作業，國高中作業真的很多，至少要1小時起跳，再來還需要幫忙做家事，就算個1小時，國高中考試很多更需要課後讀書，讀書至少要1小時30分才有辦法讀進去，這樣算下來就22：30~23：30左右了，還需要洗澡，洗完澡都要12.30了，6：00左右就要起床，學生根本沒辦法好好休息。這樣對學生真的好嗎？有些上班族可能會說：那我們也需要10：00上班！可是，上班族基本上8~9：00開始工作，工作到下午5：30~6：00左右，加班的話大概到8、9：00回到家只要洗個澡就可以上床睡覺了，學生還有很多功課要做。,2025-09-15 22:21:07,其他想法,1,0
M-1086,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,,"人類提升速度、數量、追求GDP和KPI也盼望漲薪、資產能夠保值、傳承，卻不斷污染地球，如今各國決策影響是密不可分的，包括：世界各國的&quot;法定&quot;發行的貨幣到底把全球人類怎麼了？氣候與不平等的居住環境和糧食供應。各國的【貨幣國有化】&lt;發行國債券/壞錢印鈔&gt;和&lt;政策人為操作利率&gt;圖利財閥、拉攏金主、轉嫁風險固樁而引起權力爭霸全球失衡，即使未來AI時代，但請問擁有資金決策的各國權勢者們您的資產和黃金可以吃嗎？地球是孕育人類生活的場域，無私滋養萬物眾生，而不是各自劃分國家資源卻全球相殘戰役，更不是讓人類販售房地產、基金股匯債的抵押物權債權對沖風險，請敬畏大自然！全球眾生必須從虛榮假象醒悟才能守護地球和諧。

醒悟【生而平等的實名制UBI與碳權】身心靈回正軌是全球人類和平的轉機！

漢斯赫爾曼霍普：這個貨幣獨占事業，為了讓它便於遮掩那些因戰爭、福利國家或事關面子的事，例如能源改革方案衍生的費用，就必須用另外一個政治上能被大眾認可的理由來掩護。&hellip;海耶克：國家對貨幣的整個操作史，根本就是一部連綿不絕的謊言與詐騙史。...壟斷，如此才能從無中生出鉅額資金來...便於遮掩...最終...債務都能以新生的錢支付完畢【國家偷走我的錢】
https://reurl.cc/NlzzlQ

美國百年稅上線，未來連呼吸都要繳稅？●影片07:19●影片10:28(造一個AI技術的夢)●影片22:56(無形的合法稀釋)●影片24:38(建立新的金融秩序統治體制/徹頭徹尾的控制權掠奪與財富轉移)●https://www.youtube.com/watch?v=_VvmgSCkah0


不該壞錢蒙蔽貨幣原先是信任的交換媒介。讓&quot;好錢&quot;透明化並確保全球人類【居住、糧食】的終生保障，不再被壞錢印鈔淪為人礦韭菜、豢養權勢的籌碼！各國不一致法律、稅制社福卻各國精英協議交流bug人口結構就業供需、經貿國際資源的交易反噬信用：洗錢槍毒黑市詐騙社會動盪階級複製、壓榨勞工和歧視霸凌、殭屍企業與爛尾樓。

如今更看清楚各國政府如何壟斷發行卻圖利與透過合法遊說以為穩自身權勢，科技競備安全的融資融券/利率套利的抑制人類醒悟、國際資金制裁與技術和原料的反噬：全球化浪潮時讓權勢者們能夠產業分工賺取利差與合法避稅，卻演變為無限撥補避免民變與延後退休年齡的擠兌、潤錢移民與戰疫之韭菜窮忙喪命，各國政策已掏空政府信用之反噬身心靈與安全感。",2025-09-15 22:22:06,其他想法,0,0
M-1087,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,,"如今科技與全球貿易使人類捲入國際政治惡鬥/企業深陷併購與外移避險、套利槓桿的金融反噬安全：做空股匯債與抄底產業、少子高齡化的國安隱憂、炒作AI房地產黃金碳權幣圈、移民或多重國籍的財富傳承、資安駭客詐騙洗錢/擁核自衛國安競備、各國爭奪資源與大自然反撲/缺水糧食能源與貪婪炒作資產無限補貼圖利財閥●https://newsveg.tw/blog/336

新加坡最大洗錢案起底●影片09:58●https://www.youtube.com/watch?app=desktop&amp;v=FYfj7SY9HPw

鐵拳怎樣閃崩●影片12:03●https://www.youtube.com/watch?v=2OPGZEFOMck

漢斯赫爾曼霍普：這個貨幣獨占事業，為了讓它便於遮掩那些因戰爭、福利國家或事關面子的事，例如能源改革方案衍生的費用，就必須用另外一個政治上能被大眾認可的理由來掩護。&hellip;海耶克：國家對貨幣的整個操作史，根本就是一部連綿不絕的謊言與詐騙史。【國家偷走我的錢】https://www.businesstoday.com.tw/article/category/80407/post/201511250020/

銀行貨幣乘數https://www.youtube.com/watch?v=MdIL4rxiYDM
國債https://www.youtube.com/watch?v=D1W520QVS4I
通貨膨脹【影片20:57】(政治或戰爭而導致)●https://reurl.cc/NQG0K5
為何飢荒人口還能破紀錄●https://reurl.cc/9v154Y
為什麼現存的經濟系統必將失衡？●https://m.youtube.com/watch?v=SSPfpet8Pxc

貨幣國有化的利差不僅造成全球人類生命起跑點的資產不平等，各國的決策也為維持自身政權而不斷拉攏各國的銀行和財團，並透過QE、利率升降、縮表與擴表促進自身發展卻陷入緣地爭霸的關稅政經對峙。無論操作資產權勢能源、強盛航太軍工衛星電子與文明科技/加密技術/穩定幣、國家信用債務主權都帶不走&hellip;國籍和信仰都不是人類原罪！全球資金的金融已反噬！唯有人類平等尊嚴才能從財政bug守護誠信！生命安全和財產、淨零轉型與人類意識都不該被商業化的全球財政無限金融槓桿如同殖民化經濟束縛思維。敬畏天地！補足資本經濟之不足",2025-09-15 22:22:27,贊成論點,0,0
M-1088,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,,我覺得可以，每天6點多起床真的很累晚上還要上課到8:40分😩,2025-09-15 22:25:36,其他想法,2,1
M-1089,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,野獸先輩,雲林縣國高中現今的上課時段從早上7:40到下午4點，還要參加半強迫性的第八節課輔和週六課輔(因為這段時間會上進度內容，沒參加等於一周少上五節正課，如果當周有週六課輔會再少4節)，直接拖到5點才放學，回家還要補習2個小時跟寫作業，想睡滿8個小時真正留下來的休息娛樂時間寥寥無幾，晚上課相當於我們擁有更多的娛樂時間，不論是晚點睡晚點起或早點睡早點起，這對於身心的放鬆是有很大的幫助的，但延後上課又是否會因此產生早上的補習時段，所以我認為修改上課時段是其一，更重要的是改變台灣現今教育制度下培養出的考試機器，而與探索自我、多元發展的理念背道而馳。,2025-09-15 22:34:51,其他想法,1,0
M-1090,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,杜屁屁,我非常同意因為我們家住比較遠，每天都要比較早爬起來上學，而且天天下課都已經很晚了有時候就算沒有補補習班在家裡寫功課復習作業就已經很晚了，希望可以晚一點上課，上學生睡飽一點，其實晚一點到學校也不會很大的影響到成績,2025-09-15 22:35:11,其他想法,1,0
M-1091,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,溫心妍,"基本上這個點太主觀了，例如你覺得學生沒必要配合家長的時間上下學接送，但不是只有你覺得沒必要，你應該要考慮大家的因素。再來就是你的議題很缺乏多面角度探討，依照現在課綱的走向，那麼短的上課時間，請問你是要學多少東西？你需要下課嗎？需要用餐和午睡時間嗎？還不如直接在家自學。
是你要去應付這個社會而不是社會又去應付你，台灣的社會我可以很明白的說，就是不適合像歐美那樣的教育。
你所說的避免任何傷害生命、身體的風險，請問你認為這就是現在青少年「最主要的自殺原因」嗎？我不認為欸。
你所提議的東西可以很明白的說，完全是因為為了自己，而不是為了整體學生，我認為這些只是你為了讓自己「放鬆」而拿出來的藉口，這是一個關乎於全部人的議題，但你的議題內容和原因很缺乏各面向討論和視角。
你認為你需要上述議題的那些東西，你應該要自己去調整，例如：補習時間。
還有，我覺得你應該需要去加強你的社會觀。",2025-09-15 22:39:06,其他想法,2,2
M-1092,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,Tea,"疊甲，本人也是高中生
不過妥善管理時間我認為這是大部分學生該做的，也有看到不想上第八節的，我只是想問，政府沒有強迫我們上第八節，那是個人意願以及老師希望，在此我只是想詢問，提出這個建議的同學，請問你有沒有考慮到老師們趕課，同學們課業壓力變得更大的事實？",2025-09-15 22:40:12,其他想法,2,0
M-1093,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,匿名,"不成熟的想法。
因為小學生都要7：40到校了，而高中生卻沒辦法？",2025-09-15 22:41:14,贊成論點,1,1
M-1094,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,,"加密法案幣圈推手(美聯儲、華爾街、大型銀行的角色與利益沖突)●影片15:35●影片17:29●影片21:18●https://reurl.cc/Y34qNa
經濟自毀●影片23:14(法律被用來為統治集團攫取資源清場/權力尋租的工具)●影片25:16(為何衰亡)●https://reurl.cc/ek7O4m

https://money.udn.com/money/story/5599/8988086?from=edn_newest_index

川普曾是愛潑斯坦名流交際圈中人，為何全身而退，他發現了什麼？●https://www.youtube.com/watch?v=K0AbOL6IdKU

https://money.udn.com/money/story/5599/8981906?from=edn_hottest_index

次級房貸如何形成、金融機構如何放大風險、政府如何介入救市&hellip;真正的問題從未被解決●影片16:21●https://www.youtube.com/watch?v=pqhfJnjk5EY

https://money.udn.com/money/story/5613/8982120?from=edn_maintab_cate

蘿莉島冤魂索命●影片02:32(特殊的服務)●08:28(愛潑斯坦)●13:53(理念差異)●https://www.youtube.com/watch?v=rvGEe9fTlnE

總會覺醒●https://newsveg.tw/blog/336

金融複合體/美債是通脹的轉嫁/隱形化的成本●影片37:25●影片41:36●https://reurl.cc/0WlXbk

「最後貸款人」的真相●影片15:44(實體經濟與金融市場的脫節)●https://reurl.cc/gYpMop

（無中生錢系統）一旦信任蕩然無存，將回天乏術。台灣雖然不是IMF國際貨幣基金組織、世界銀行、聯合國的會員，卻也無法逃脫全球結算的反噬。國際政經協議影響您我！醒悟無國界【實名制UBI與碳權】才是全球和平的轉機！還能被騙多久？全球勞工都應該一起從被治理覺醒與齊心改革！人類社會需要全球團結互助的平等尊嚴！而非價值觀與全球產業鏈利益分工之束縛醒悟，甚至低薪人礦爆肝窮忙、戰役難民的貧困世襲化、高齡少子與產業失衡的晶片籌碼物美價廉國際孤兒！",2025-09-15 22:43:04,其他想法,0,2
M-1095,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,玉婷,對於「廢除非必要多元課程」這點，我反而認為藝能科要好好教（要聘專任老師、不能借課），因為那是日常生活中會用到的知識或技能。,2025-09-15 22:44:45,贊成論點,0,0
M-1096,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,陳哥,我覺得晚點上課對我們夜校來說沒差 但如果夜校 可以改到晚上七點上課會更好,2025-09-15 22:48:44,贊成論點,1,0
M-1097,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,,"美國前國務卿季辛吉：「誰掌握石油就掌握所有國家，誰掌握貨幣就掌握全世界，誰掌握糧食就掌握全人類。」如今人手一支手機就能&quot;網路即時&quot;掌握預定行程的項目(就醫/採買/娛樂)，只差不能預約黃泉路...，在死亡來臨時人類都是如此脆弱，必須齊心攜手、和平相處，而非家庭因素、各自劃分國家與幣值匯兌、利差槓桿而導致每個生命在誕生的資產起跑線不平等(各自法定的人為協議價格卻圖利權勢跨國壟斷)、把人類價值斷送在各國資本家們利率操作的博弈操盤。

商業未來本質●影片00:40●https://reurl.cc/bmd1NX
錢去哪裡了？●影片07:34●https://reurl.cc/VWnXRb

(每個人都困在算法裡/大數據/作繭自縛)變天了●影片42:21●https://www.youtube.com/watch?v=lE74eos-b4A

政治凌駕經濟之窮忙喪失自由自主尊嚴平等的信用（壽命時間與生命價值被剝削）；各國壟斷發行法定貨幣與國債、基建治理卻圖利自身拉攏票倉幕後金主開發商證券商財閥們、富人套利潤錢合法海外避稅與炒作房產AI綠金能源的產業補貼，國家維護安全為由防禦駭客卻逐步集權軍工科技競備之政策錯配資源反噬身心安全與虛榮泡沫/國際話語權制訂的政經權力博弈：產業失衡的國際孤兒與晶片籌碼的貨幣戰之結構反噬人類應生而平等，不再淪為人礦韭菜●揭露金融幻覺●https://www.youtube.com/watch?v=-5NCxMEILNU

中美銀行體系●貨幣乘數05:21●https://www.youtube.com/watch?v=MdIL4rxiYDM

《國家偷走我的錢》書中提及&quot;信任&quot;沒有保存期限&hellip;錢愈來愈薄的原因&hellip;促使富者愈富，貧者愈貧&hellip;廢除金本位制度後●https://www.eslite.com/product/1001144582458413

地緣金融權謀(任何產業技術不會獨立於權力結構而存在/權力.資本.政治.制度的合謀)誰在操控？●影片17:29●影片24:13●影片29:10(股東和資本結構與政策遊說記錄的加密貨幣成為主權博弈的新戰場/國家權力的金融代理戰爭/交易入口的控制權)●
https://www.youtube.com/watch?v=tPSegtoWTJk

利率操控與「最後貸款人」的真相●影片15:44(實體經濟與金融市場的脫節)●",2025-09-15 22:54:49,贊成論點,0,0
